source_file,source_question_id,exam,subject,topic,subtopic,difficulty,language,question,question_hi,english_question,option_a,option_b,option_c,option_d,correct_answer,explanation,status,tags,import_key
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,801,IBPS RRB Prelims,Coding-Decoding,Coding-Decoding,,Moderate,Hindi,"यदि प्रत्येक अक्षर को 5 स्थान आगे किया जाए, तो 'OFFICE' का कोड क्या होगा?","यदि प्रत्येक अक्षर को 5 स्थान आगे किया जाए, तो 'OFFICE' का कोड क्या होगा?",,TKKNHJ,JHNKKT,OFFICE,JAADXZ,A,"प्रत्येक अक्षर में 5 जोड़ा गया है, इसलिए कोड TKKNHJ होगा।",pending_review,,6c07ae7b4dda7cf8
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,802,IBPS RRB Prelims,Coding-Decoding,Coding-Decoding,,Moderate,Hindi,"यदि प्रत्येक अक्षर को 2 स्थान आगे किया जाए, तो 'CASH' का कोड क्या होगा?","यदि प्रत्येक अक्षर को 2 स्थान आगे किया जाए, तो 'CASH' का कोड क्या होगा?",,ECUJ,JUCE,CASH,AYQF,A,"प्रत्येक अक्षर में 2 जोड़ा गया है, इसलिए कोड ECUJ होगा।",pending_review,,4126232be7efe6ea
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,803,IBPS RRB Prelims,Coding-Decoding,Coding-Decoding,,Moderate,Hindi,"यदि प्रत्येक अक्षर को 1 स्थान आगे किया जाए, तो 'SCALE' का कोड क्या होगा?","यदि प्रत्येक अक्षर को 1 स्थान आगे किया जाए, तो 'SCALE' का कोड क्या होगा?",,TDBMF,FMBDT,SCALE,RBZKD,A,"प्रत्येक अक्षर में 1 जोड़ा गया है, इसलिए कोड TDBMF होगा।",pending_review,,893590b8d50c8828
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,804,IBPS RRB Prelims,Coding-Decoding,Coding-Decoding,,Moderate,Hindi,"यदि प्रत्येक अक्षर को 5 स्थान आगे किया जाए, तो 'RURAL' का कोड क्या होगा?","यदि प्रत्येक अक्षर को 5 स्थान आगे किया जाए, तो 'RURAL' का कोड क्या होगा?",,WZWFQ,QFWZW,RURAL,MPMVG,A,"प्रत्येक अक्षर में 5 जोड़ा गया है, इसलिए कोड WZWFQ होगा।",pending_review,,0cd6e7bb99f8412b
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,805,IBPS RRB Prelims,Coding-Decoding,Coding-Decoding,,Moderate,Hindi,"यदि प्रत्येक अक्षर को 2 स्थान आगे किया जाए, तो 'MONEY' का कोड क्या होगा?","यदि प्रत्येक अक्षर को 2 स्थान आगे किया जाए, तो 'MONEY' का कोड क्या होगा?",,OQPGA,AGPQO,MONEY,KMLCW,A,"प्रत्येक अक्षर में 2 जोड़ा गया है, इसलिए कोड OQPGA होगा।",pending_review,,6d22a6387d5efac8
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,806,IBPS RRB Prelims,Coding-Decoding,Coding-Decoding,,Moderate,Hindi,"यदि प्रत्येक अक्षर को 3 स्थान आगे किया जाए, तो 'BANK' का कोड क्या होगा?","यदि प्रत्येक अक्षर को 3 स्थान आगे किया जाए, तो 'BANK' का कोड क्या होगा?",,EDQN,NQDE,BANK,YXKH,A,"प्रत्येक अक्षर में 3 जोड़ा गया है, इसलिए कोड EDQN होगा।",pending_review,,a644d4a34c8011a8
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,807,IBPS RRB Prelims,Coding-Decoding,Coding-Decoding,,Moderate,Hindi,"यदि प्रत्येक अक्षर को 1 स्थान आगे किया जाए, तो 'LOAN' का कोड क्या होगा?","यदि प्रत्येक अक्षर को 1 स्थान आगे किया जाए, तो 'LOAN' का कोड क्या होगा?",,MPBO,OBPM,LOAN,KNZM,A,"प्रत्येक अक्षर में 1 जोड़ा गया है, इसलिए कोड MPBO होगा।",pending_review,,d8ed1f1a6932a747
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,808,IBPS RRB Prelims,Coding-Decoding,Coding-Decoding,,Moderate,Hindi,"यदि प्रत्येक अक्षर को 3 स्थान आगे किया जाए, तो 'SCALE' का कोड क्या होगा?","यदि प्रत्येक अक्षर को 3 स्थान आगे किया जाए, तो 'SCALE' का कोड क्या होगा?",,VFDOH,HODFV,SCALE,PZXIB,A,"प्रत्येक अक्षर में 3 जोड़ा गया है, इसलिए कोड VFDOH होगा।",pending_review,,e69662fa32f2dc3f
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,809,IBPS RRB Prelims,Coding-Decoding,Coding-Decoding,,Moderate,Hindi,"यदि प्रत्येक अक्षर को 5 स्थान आगे किया जाए, तो 'SCALE' का कोड क्या होगा?","यदि प्रत्येक अक्षर को 5 स्थान आगे किया जाए, तो 'SCALE' का कोड क्या होगा?",,XHFQJ,JQFHX,SCALE,NXVGZ,A,"प्रत्येक अक्षर में 5 जोड़ा गया है, इसलिए कोड XHFQJ होगा।",pending_review,,12ffb2be4c23fd10
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,811,IBPS RRB Prelims,Coding-Decoding,Coding-Decoding,,Moderate,Hindi,"यदि प्रत्येक अक्षर को 4 स्थान आगे किया जाए, तो 'SCALE' का कोड क्या होगा?","यदि प्रत्येक अक्षर को 4 स्थान आगे किया जाए, तो 'SCALE' का कोड क्या होगा?",,WGEPI,IPEGW,SCALE,OYWHA,A,"प्रत्येक अक्षर में 4 जोड़ा गया है, इसलिए कोड WGEPI होगा।",pending_review,,a49d2aff8ecdc8e3
