source_file,source_question_id,exam,subject,topic,subtopic,difficulty,language,question,question_hi,english_question,option_a,option_b,option_c,option_d,correct_answer,explanation,status,tags,import_key
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3601,IBPS RRB Prelims,Time & Distance,Time & Distance,,Moderate,Hindi,40 किमी/घंटा की गति से 3 घंटे में दूरी कितनी होगी?,40 किमी/घंटा की गति से 3 घंटे में दूरी कितनी होगी?,,120,160,43,117,A,दूरी=गति×समय=40×3=120 किमी।,pending_review,,509918ab4583c17a
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3602,IBPS RRB Prelims,Time & Distance,Time & Distance,,Moderate,Hindi,30 किमी/घंटा की गति से 2 घंटे में दूरी कितनी होगी?,30 किमी/घंटा की गति से 2 घंटे में दूरी कितनी होगी?,,60,90,32,58,A,दूरी=गति×समय=30×2=60 किमी।,pending_review,,7953ff70de1b105c
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3603,IBPS RRB Prelims,Time & Distance,Time & Distance,,Moderate,Hindi,60 किमी/घंटा की गति से 4 घंटे में दूरी कितनी होगी?,60 किमी/घंटा की गति से 4 घंटे में दूरी कितनी होगी?,,240,300,64,236,A,दूरी=गति×समय=60×4=240 किमी।,pending_review,,81ccc17cacdd9f15
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3604,IBPS RRB Prelims,Time & Distance,Time & Distance,,Moderate,Hindi,72 किमी/घंटा की गति से 4 घंटे में दूरी कितनी होगी?,72 किमी/घंटा की गति से 4 घंटे में दूरी कितनी होगी?,,288,360,76,284,A,दूरी=गति×समय=72×4=288 किमी।,pending_review,,c60afdfb8b2b8f09
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3605,IBPS RRB Prelims,Time & Distance,Time & Distance,,Moderate,Hindi,30 किमी/घंटा की गति से 4 घंटे में दूरी कितनी होगी?,30 किमी/घंटा की गति से 4 घंटे में दूरी कितनी होगी?,,120,150,34,116,A,दूरी=गति×समय=30×4=120 किमी।,pending_review,,4ab39cbacea27bd4
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3606,IBPS RRB Prelims,Time & Distance,Time & Distance,,Moderate,Hindi,45 किमी/घंटा की गति से 4 घंटे में दूरी कितनी होगी?,45 किमी/घंटा की गति से 4 घंटे में दूरी कितनी होगी?,,180,225,49,176,A,दूरी=गति×समय=45×4=180 किमी।,pending_review,,2b082aab8c4c4385
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3608,IBPS RRB Prelims,Time & Distance,Time & Distance,,Moderate,Hindi,72 किमी/घंटा की गति से 5 घंटे में दूरी कितनी होगी?,72 किमी/घंटा की गति से 5 घंटे में दूरी कितनी होगी?,,360,432,77,355,A,दूरी=गति×समय=72×5=360 किमी।,pending_review,,23ada494f094d48e
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3609,IBPS RRB Prelims,Time & Distance,Time & Distance,,Moderate,Hindi,40 किमी/घंटा की गति से 4 घंटे में दूरी कितनी होगी?,40 किमी/घंटा की गति से 4 घंटे में दूरी कितनी होगी?,,160,200,44,156,A,दूरी=गति×समय=40×4=160 किमी।,pending_review,,879d0e073327efb8
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3610,IBPS RRB Prelims,Time & Distance,Time & Distance,,Moderate,Hindi,50 किमी/घंटा की गति से 4 घंटे में दूरी कितनी होगी?,50 किमी/घंटा की गति से 4 घंटे में दूरी कितनी होगी?,,200,250,54,196,A,दूरी=गति×समय=50×4=200 किमी।,pending_review,,8a46c9972c9749f9
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3611,IBPS RRB Prelims,Time & Distance,Time & Distance,,Moderate,Hindi,45 किमी/घंटा की गति से 5 घंटे में दूरी कितनी होगी?,45 किमी/घंटा की गति से 5 घंटे में दूरी कितनी होगी?,,225,270,50,220,A,दूरी=गति×समय=45×5=225 किमी।,pending_review,,d095192b3ab89819
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3614,IBPS RRB Prelims,Time & Distance,Time & Distance,,Moderate,Hindi,40 किमी/घंटा की गति से 2 घंटे में दूरी कितनी होगी?,40 किमी/घंटा की गति से 2 घंटे में दूरी कितनी होगी?,,80,120,42,78,A,दूरी=गति×समय=40×2=80 किमी।,pending_review,,f8c5e105901cc674
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3615,IBPS RRB Prelims,Time & Distance,Time & Distance,,Moderate,Hindi,45 किमी/घंटा की गति से 2 घंटे में दूरी कितनी होगी?,45 किमी/घंटा की गति से 2 घंटे में दूरी कितनी होगी?,,90,135,47,88,A,दूरी=गति×समय=45×2=90 किमी।,pending_review,,2d7717cc925d3d23
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3616,IBPS RRB Prelims,Time & Distance,Time & Distance,,Moderate,Hindi,50 किमी/घंटा की गति से 5 घंटे में दूरी कितनी होगी?,50 किमी/घंटा की गति से 5 घंटे में दूरी कितनी होगी?,,250,300,55,245,A,दूरी=गति×समय=50×5=250 किमी।,pending_review,,13f512091e50c8dd
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3619,IBPS RRB Prelims,Time & Distance,Time & Distance,,Moderate,Hindi,50 किमी/घंटा की गति से 3 घंटे में दूरी कितनी होगी?,50 किमी/घंटा की गति से 3 घंटे में दूरी कितनी होगी?,,150,200,53,147,A,दूरी=गति×समय=50×3=150 किमी।,pending_review,,605eedd1de9a6251
